"seqnames","start","end","width","strand","SYMBOL"
"chr11",56229945,56230877,933,"-","OR5M9"
"chr11",56344250,56345197,948,"-","OR5M10"
"chr11",56380031,56380978,948,"-","OR5M1"
"chr11",56756389,56757318,930,"+","OR5AK2"
"chr11",58189738,58190786,1049,"-","OR5B2"
"chr11",58206593,58207646,1054,"-","OR5B12"
"chr11",59131932,59132867,936,"+","OR5AN1"
"chr11",59244903,59245838,936,"+","OR4D10"
"chr11",59282386,59283330,945,"+","OR4D9"
"chr12",6881670,6887621,5952,"+","LAG3"
"chr11",59480389,59481318,930,"-","OR10V1"
"chr11",61276272,61278490,2219,"+","LRRC10B"
"chr11",67218772,67220200,1429,"-","GPR152"
"chr11",67380995,67383135,2141,"-","DOC2GP"
"chr11",76391210,76432833,41624,"-","GUCY2EP"
"chr11",89443467,89451040,7574,"+","TRIM77"
"chr11",94038803,94040858,2056,"+","IZUMO1R"
"chr11",94758422,94760760,2339,"+","KDM4E"
"chr11",122848357,122852379,4023,"-","BSX"
"chr11",123624288,123625226,939,"-","OR6X1"
"chr11",123676116,123677057,942,"-","OR6M1"
"chr11",123886282,123887217,936,"+","OR10G4"
"chr11",123908773,123909708,936,"-","OR10G7"
"chr11",124266306,124267247,942,"-","OR8B3"
"chr11",124439965,124440945,981,"+","OR8A1"
"chr19",54865235,54882165,16931,"-","LAIR1"
"chr12",55714384,55715322,939,"+","OR6C1"
"chr12",55758895,55759833,939,"+","OR6C75"
"chr12",55820038,55820976,939,"+","OR6C76"
"chr12",55862984,55863922,939,"-","OR6C70"
"chr19",55009100,55021900,12801,"+","LAIR2"
"chr14",20295608,20296531,924,"+","OR4N2"
"chr14",20344427,20345371,945,"+","OR4K2"
"chr14",20502003,20502917,915,"-","OR4K13"
"chr14",20585566,20586597,1032,"+","OR4K17"
"chr14",20611895,20612821,927,"+","OR4N5"
"chr14",20665495,20666532,1038,"+","OR11G2"
"chr14",20710951,20711925,975,"+","OR11H4"
"chr14",21024252,21029090,4839,"-","RNASE9"
"chr14",21623096,21624184,1089,"-","OR5AU1"
"chr15",23435070,23448423,13354,"+","GOLGA8EP"
"chr15",22368478,22369561,1084,"+","OR4M2"
"chr15",22413462,22414395,934,"+","OR4N3P"
"chr15",31110239,31119986,9748,"+","HERC2P10"
"chr15",65369154,65372276,3123,"+","KBTBD13"
"chr15",65385342,65407535,22194,"-","UBAP1L"
"chr15",68112042,68126174,14133,"+","SKOR1"
"chr12",48961467,48963829,2363,"-","LALBA"
"chr15",79575146,79590581,15436,"+","ANKRD34C"
"chr15",90777487,90785312,7826,"+","GDPGP1"
"chr15",102345923,102346861,939,"+","OR4F6"
"chr15",102358390,102359328,939,"+","OR4F15"
"chr15",102382322,102390527,8206,"+","OR4F13P"
"chr15",82585621,82924242,338622,"+","ADAMTS7P1"
"chr16",1138226,1146244,8019,"-","C1QTNF8"
"chr16",1535940,1538468,2529,"-","PTX4"
"chr16",32300868,33298702,997835,"-","LOC390705"
"chr16",55758837,55784123,25287,"+","CES1P2"
"chr16",88928036,88933068,5033,"-","PABPN1L"
"chr17",3213539,3214740,1202,"+","OR3A4P"
"chr17",37313147,37323318,10172,"-","ARL5C"
"chr17",39114669,39123144,8476,"-","KRT39"
"chr6",129204286,129837710,633425,"+","LAMA2"
"chr18",56702971,56720446,17476,"+","OACYLP"
"chr19",1753662,1775444,21783,"+","ONECUT3"
"chr19",9212945,9213982,1038,"-","OR7G2"
"chr19",9236688,9237626,939,"-","OR7G3"
"chr19",14951760,14952689,930,"-","OR7A10"
"chr18",21269562,21535029,265468,"+","LAMA3"
"chr19",33182867,33204702,21836,"+","NUDT19"
"chr19",37997841,38034239,36399,"+","ZNF793"
"chr19",39574945,39602128,27184,"+","ACP7"
"chr19",44080952,44088114,7163,"+","PINLYP"
"chr19",53716201,53719355,3155,"+","ZNF818P"
"chr19",57752053,57774106,22054,"+","ZNF805"
"chr1",6304252,6305638,1387,"+","HES3"
"chr1",12834984,12838048,3065,"+","PRAMEF12"
"chr11",3848208,3862213,14006,"-","RHOG"
"chr6",112429134,112575917,146784,"-","LAMA4"
"chr1",13716088,13719064,2977,"+","PRAMEF17"
"chr1",20490484,20501687,11204,"-","PLA2G2C"
"chr1",48567387,48648100,80714,"-","SKINT1L"
"chr1",84830641,84863576,32936,"-","UOX"
"chr1",100174259,100231349,57091,"-","FRRS1"
"chr20",60884121,60942368,58248,"-","LAMA5"
"chr1",156268415,156269428,1014,"-","VHLL"
"chr1",158389718,158390656,939,"-","OR10K2"
"chr1",158435352,158436293,942,"+","OR10K1"
"chr1",158516918,158517895,978,"-","OR6Y1"
"chr1",158686958,158687905,948,"-","OR6K3"
"chr1",159824106,159832447,8342,"-","VSIG8"
"chr1",248004230,248005198,969,"-","OR11L1"
"chr1",248112160,248113098,939,"+","OR2L8"
"chr1",248128634,248129641,1008,"+","OR2AK2"
"chr1",248223984,248224922,939,"+","OR2L3"
"chr1",248343288,248344331,1044,"+","OR2M2"
"chr1",248436154,248437116,963,"-","OR2T33"
"chr1",248486932,248487870,939,"-","OR2M7"
"chr7",107564246,107643804,79559,"-","LAMB1"
"chr1",248684948,248685898,951,"+","OR2G6"
"chr20",44350988,44354335,3348,"+","SPINT4"
"chr20",52491040,52492248,1209,"-","SUMO1P1"
"chr21",15316096,15352765,36670,"-","ANKRD20A11P"
"chr3",49158547,49170599,12053,"-","LAMB2"
"chr22",24373117,24374043,927,"+","LOC391322"
"chr2",25013136,25016251,3116,"-","PTRHD1"
"chr2",37394963,37415690,20728,"-","SULT6B1"
"chr1",209788218,209825820,37603,"-","LAMB3"
"chr2",207516345,207583120,66776,"-","DYTN"
"chr1",182992595,183114727,122133,"+","LAMC1"
"chr3",21447218,21448177,960,"+","VENTXP7"
"chr13",113951469,113977741,26273,"+","LAMP1"
"chr4",9369600,9370796,1197,"+","USP17L6P"
"chr4",9360108,9361700,1593,"+","USP17L9P"
"chr4",165875598,165898818,23221,"-","TRIM61"
"chr4",185939995,185941958,1964,"+","HELT"
"chr1",183155174,183214262,59089,"+","LAMC2"
"chr11",46698625,46722215,23591,"-","ARHGAP1"
"chrX",119560003,119603204,43202,"-","LAMP2"
"chr3",39448204,39454032,5829,"+","RPSA"
"chr7",143771313,143772245,933,"+","OR2A25"
"chr8",7829183,7830775,1593,"-","USP17L8"
"chr8",11985367,11986806,1440,"-","LOC392196"
"chr8",11989926,11991518,1593,"-","USP17L7"
"chr8",73117534,73163869,46336,"-","LOC392232"
"chr8",97154558,97173020,18463,"-","GDF6"
"chr9",35817014,35828744,11731,"-","FAM221B"
"chr9",35869460,35870398,939,"-","OR13J1"
"chr9",90387830,90401799,13970,"+","CTSL3P"
"chr9",90472958,90473971,1014,"-","LOC392364"
"chr9",107366952,107367908,957,"-","OR13C2"
"chr9",125512127,125513062,936,"+","OR1L6"
"chr9",125551212,125552174,963,"+","OR5C1"
"chr9",125562402,125563352,951,"+","OR1K1"
"chr9",138555168,138557949,2782,"+","LCN9"
"chrX",45589988,45592021,2034,"+","LOC392452"
"chrX",47566590,47596027,29438,"+","CXXC1P1"
"chrX",48620154,48632064,11911,"+","GLOD5"
"chrX",71364034,71381600,17567,"+","FLJ44635"
"chr1",26210677,26233368,22692,"-","STMN1"
"chrX",100224697,100245820,21124,"+","ARL13A"
"chr7",1748798,1787590,38793,"+","ELFN1"
"chr7",15239943,15601640,361698,"-","AGMO"
"chr17",37026112,37078023,51912,"+","LASP1"
"chr7",6536409,6591067,54659,"-","GRID2IP"
"chr20",36974814,37005653,30840,"+","LBP"
"chrX",153172830,153191714,18885,"-","ARHGAP4"
"chr1",225589204,225616557,27354,"-","LBR"
"chr7",143747495,143748430,936,"+","OR2A5"
"chr16",67973787,67978015,4229,"-","LCAT"
"chr1",32716840,32751766,34927,"+","LCK"
"chr9",138413284,138418386,5103,"+","LCN1"
"chr9",130911732,130915734,4003,"+","LCN2"
"chr13",46700058,46756459,56402,"-","LCP1"
"chr5",169675088,169724822,49735,"-","LCP2"
"chr2",136545415,136594750,49336,"-","LCT"
"chr11",18415936,18429765,13830,"+","LDHA"
"chr14",32546189,32628934,82746,"+","ARHGAP5"
"chr12",21788275,21810789,22515,"-","LDHB"
"chr11",18433853,18472793,38941,"+","LDHC"
"chr19",11200038,11244505,44468,"+","LDLR"
"chrX",11155663,11683821,528159,"-","ARHGAP6"
"chr5",135282600,135290723,8124,"-","LECT2"
"chr7",127881331,127897682,16352,"+","LEP"
"chr1",65886131,66103176,217046,"+","LEPR"
"chr4",1813206,1857974,44769,"-","LETM1"
"chr7",2552163,2568810,16648,"+","LFNG"
"chr22",38071613,38075809,4197,"+","LGALS1"
"chr22",37966253,37976024,9772,"-","LGALS2"
"chr14",55595935,55612148,16214,"+","LGALS3"
"chr17",76967335,76976061,8727,"-","LGALS3BP"
"chr17",79825597,79829282,3686,"-","ARHGDIA"
"chr19",39292311,39303740,11430,"-","LGALS4"
"chr19",39261608,39264157,2550,"-","LGALS7"
"chr1",236681514,236716279,34766,"+","LGALS8"
"chr17",25958174,25976586,18413,"+","LGALS9"
"chr12",15094950,15114562,19613,"-","ARHGDIB"
"chr19",49519237,49520347,1111,"-","LHB"
"chr2",48913913,48982880,68968,"-","LHCGR"
"chr17",35294772,35301915,7144,"+","LHX1"
"chr22",30636436,30642840,6405,"-","LIF"
"chr5",38475065,38595507,120443,"-","LIFR"
"chr19",48618703,48673560,54858,"-","LIG1"
"chr16",330606,333368,2763,"+","ARHGDIG"
"chr17",33307517,33332088,24572,"+","LIG3"
"chr13",108859792,108870716,10925,"-","LIG4"
"chr19",51883163,51891210,8048,"-","LIM2"
"chr10",116190869,116528019,337151,"-","ABLIM1"
"chr7",73498107,73536855,38749,"+","LIMK1"
"chr22",31608250,31676066,67817,"+","LIMK2"
"chr2",109150811,109303702,152892,"+","LIMS1"
"chr10",90973326,91174382,201057,"-","LIPA"
"chr4",40198527,40246281,47755,"+","RHOH"
"chr15",58702775,58861073,158299,"+","LIPC"
"chr19",42905666,42931578,25913,"-","LIPE"
"chr11",61567097,61584529,17433,"-","FADS1"
"chr17",73521783,73571290,49508,"+","LLGL2"
"chr19",38880840,38890523,9684,"+","SPRED3"
"chr1",29445937,29450421,4485,"-","TMEM200B"
"chr11",61640998,61659006,18009,"-","FADS3"
"chr17",8191081,8198170,7090,"-","SLC25A35"
"chr17",18128936,18148188,19253,"+","LLGL1"
"chr19",1554668,1568057,13390,"-","MEX3D"
"chr9",130702861,130742812,39952,"-","FAM102A"
"chrX",134555868,134560225,4358,"+","SMIM10L2A"
"chr19",53430388,53445847,15460,"-","ZNF321P"
"chr7",77976559,77988770,12212,"+","RPL13AP17"
"chr14",73945189,74025651,80463,"-","HEATR4"
"chr17",27400528,27507407,106880,"-","MYO18A"
"chr15",49115934,49255641,139708,"-","SHC4"
"chr15",48483867,48495951,12085,"+","CTXN2"
"chr10",1205708,1210612,4905,"+","LINC00200"
"chr10",2342513,2357268,14756,"-","LINC00701"
"chr10",6319650,6377937,58288,"+","LOC399715"
"chr10",8092413,8095447,3035,"-","GATA3-AS1"
"chr10",21783421,21786213,2793,"-","CASC10"
"chr10",38717074,38741081,24008,"+","LINC00999"
"chr10",38989727,38991371,1645,"+","ACTR3BP5"
"chr18",56995056,57026508,31453,"-","LMAN1"
"chr10",102989351,102998616,9266,"+","LBX1-AS1"
"chr10",124457225,124459338,2114,"-","C10orf120"
"chr10",124612013,124658230,46218,"+","LOC399815"
"chr10",126447406,126480439,33034,"-","METTL10"
"chr10",127393859,127408062,14204,"-","FLJ37035"
"chr10",129535538,129539450,3913,"+","FOXI2"
"chr10",133604734,133622535,17802,"-","LINC01164"
"chr10",134779038,134790001,10964,"+","LINC01168"
"chr10",135380438,135383462,3025,"-","SPRNP1"
"chr19",197016,202209,5194,"-","LINC01002"
"chr11",19532440,19545625,13186,"-","NAV2-AS4"
"chr11",43283054,43290919,7866,"-","HNRNPKP3"
"chr11",47608230,47610746,2517,"+","FAM180B"
"chr11",65383783,65404910,21128,"+","PCNX3"
"chr11",71116792,71134400,17609,"-","FLJ42102"
"chr11",109292846,109299893,7048,"+","C11orf87"
"chr11",111164114,111175770,11657,"-","COLCA1"
"chr11",111385510,111407756,22247,"+","C11orf88"
"chr11",121959811,122238467,278657,"-","MIR100HG"
"chr11",125646028,125648714,2687,"-","PATE2"
"chr11",125703211,125709967,6757,"+","PATE4"
"chr11",126211612,126225482,13871,"-","ST3GAL4-AS1"
"chr11",130745766,130786382,40617,"-","SNX19"
"chr17",31340106,32483825,1143720,"-","ASIC2"
"chr12",101786903,101801572,14670,"-","ARL1"
"chr1",156052369,156109880,57512,"+","LMNA"
"chr12",46119503,46121704,2202,"-","LINC00938"
"chr12",54519855,54526626,6772,"+","LOC400043"
"chr12",65277554,65371302,93749,"+","FLJ41278"
"chr12",88176663,88178488,1826,"-","MKRN9P"
"chr12",110478983,110511439,32457,"-","C12orf76"
"chr12",126443234,126467920,24687,"-","LINC00939"
"chr12",128366162,128383184,17023,"+","FLJ37505"
"chr5",126112315,126172712,60398,"+","LMNB1"
"chr13",24481423,24523454,42032,"-","ANKRD20A19P"
"chr13",37248049,37271975,23927,"+","SERTM1"
"chr13",38109077,38125673,16597,"+","LINC00547"
"chr13",40768646,40794639,25994,"-","LINC00548"
"chr13",113301358,113338811,37454,"+","ATP11AUN"
"chr14",62037258,62121431,84174,"+","FLJ22447"
"chr14",69951471,69995215,43745,"+","PLEKHD1"
"chr14",89883698,89886137,2440,"+","FOXN3-AS1"
"chr14",90921574,90925249,3676,"+","LINC00642"
"chr14",95624025,95646270,22246,"+","DICER1-AS1"
"chr14",105046056,105056183,10128,"+","C14orf180"
"chr15",23282265,23378259,95995,"-","HERC2P2"
"chr15",38988799,38992239,3441,"+","C15orf53"
"chr15",39542885,39547048,4164,"+","C15orf54"
"chr11",8245851,8290182,44332,"-","LMO1"
"chr15",80191182,80216096,24915,"-","ST20"
"chr15",93160679,93277304,116626,"-","FAM174B"
"chr15",95822519,95870329,47811,"-","LINC01197"
"chr11",33880123,33913836,33714,"-","LMO2"
"chr16",11913692,11922689,8998,"-","BCAR4"
"chr16",19717674,19729492,11819,"-","KNOP1"
"chr16",21312170,21329912,17743,"+","CRYM-AS1"
"chr16",27279526,27301789,22264,"+","FLJ21408"
"chr16",34980923,34990995,10073,"+","FLJ26245"
"chr16",85170756,85183049,12294,"+","LOC400548"
"chr16",86508131,86542466,34336,"-","FENDRR"
"chr16",89232791,89235555,2765,"+","LOC400558"
"chr17",260118,264457,4340,"+","C17orf97"
"chr17",4634723,4636896,2174,"+","MED11"
"chr17",16733797,16736147,2351,"-","KRT16P2"
"chr17",19030782,19062148,31367,"+","GRAPL"
"chr17",32901142,32906388,5247,"-","C17orf102"
"chr17",48944040,48945732,1693,"+","TOB1-AS1"
"chr17",68163102,68165543,2442,"-","KCNJ2-AS1"
"chr17",70594180,70636611,42432,"-","LINC00511"
"chr17",71782961,71796934,13974,"+","LOC400620"
"chr17",75875083,75880169,5087,"-","FLJ45079"
"chr17",80317123,80321652,4530,"+","TEX19"
"chr18",6919495,6929868,10374,"-","LINC00668"
"chr18",61880318,61927290,46973,"-","LINC01538"
"chr18",70818476,70931733,113258,"-","LOC400655"
"chr18",72259010,72265071,6062,"-","LINC00909"
"chr18",74207477,74210045,2569,"+","C18orf65"
"chr19",685546,695461,9916,"-","PRSS57"
"chr19",5904852,5910263,5412,"+","VMAC"
"chr19",21666176,21686040,19865,"+","LINC00664"
"chr19",32880956,32896445,15490,"-","LOC400684"
"chr19",35307058,35323773,16716,"-","LOC400685"
"chr19",40170014,40177013,7000,"+","LGALS17A"
"chrX",49031906,49042776,10871,"-","PRICKLE3"
"chr19",50472912,50479076,6165,"+","SIGLEC16"
"chr19",50553937,50570052,16116,"+","LOC400710"
"chr19",52873170,52893597,20428,"+","ZNF880"
"chr19",57980954,57988938,7985,"-","ZNF772"
"chr1",12939033,12946025,6993,"-","PRAMEF4"
"chr1",13447414,13452656,5243,"-","PRAMEF13"
"chr1",21046225,21059330,13106,"-","SH2D5"
"chr1",24882567,24935818,53252,"+","NCMAP"
"chr1",45769582,45771291,1710,"+","LINC01144"
"chr1",67557859,67600654,42796,"-","C1orf141"
"chr1",89873238,89890493,17256,"+","GBP1P1"
"chr1",90090408,90098453,8046,"-","FLJ27354"
"chr1",98453556,98515249,61694,"-","MIR137HG"
"chr1",162348696,162356608,7913,"+","C1orf226"
"chr1",165446079,165551341,105263,"-","LOC400794"
"chr1",178511931,178518024,6094,"+","C1orf220"
"chr13",76194570,76434006,239437,"+","LMO7"
"chr1",221503270,221509638,6369,"-","C1orf140"
"chr1",222910558,222924002,13445,"+","FAM177B"
"chr20",238377,241736,3360,"+","DEFB132"
"chr20",1184098,1188918,4821,"+","C20orf202"
"chr20",24180403,24205224,24822,"+","FLJ33581"
"chr21",40110879,40145401,34523,"-","LINC00114"
"chr22",21400249,21418457,18209,"+","LRRC74B"
"chr22",21457305,21476575,19271,"+","BCRP2"
"chr1",165171104,165325952,154849,"-","LMX1A"
"chr22",24108021,24110141,2121,"-","CHCHD10"
"chr22",38698866,38794931,96066,"-","LOC400927"
"chr22",46449726,46509808,60083,"+","MIRLET7BHG"
"chr22",48016792,48027318,10527,"-","LINC00898"
"chr22",50432942,50451055,18114,"-","IL17REL"
"chr2",6122110,6128364,6255,"+","LOC400940"
"chr2",6869300,6910442,41143,"-","LINC00487"
"chr2",20068615,20084808,16194,"+","LINC00954"
"chr2",42162508,42180943,18436,"-","C2orf91"
"chr2",45401480,45482080,80601,"-","LINC01121"
"chr2",54952149,55199156,247008,"+","EML6"
"chr2",58747888,59290901,543014,"+","LINC01122"
"chr2",61074895,61108449,33555,"-","LINC01185"
"chr2",65128974,65159581,30608,"-","LOC400958"
"chr2",70189395,70314147,124753,"-","PCBP1-AS1"
"chr2",71409868,71454233,44366,"-","PAIP2B"
"chr2",113399407,113401757,2351,"-","FLJ42351"
"chr11",71950121,71955220,5100,"-","PHOX2A"
"chr9",129376722,129463311,86590,"+","LMX1B"
"chr2",132199734,132202467,2734,"-","NOC2LP2"
"chr2",145425534,145834291,408758,"+","TEX41"
"chr2",177037924,177053686,15763,"-","HAGLR"
"chr2",186603355,186698016,94662,"+","FSIP2"
"chr2",197669139,197675000,5862,"-","C2orf66"
"chr2",237103515,237172988,69474,"-","ASB18"
"chr2",239840998,239847965,6968,"-","FLJ43879"
"chr3",10048102,10052779,4678,"-","LOC401052"
"chr3",51860890,51864874,3985,"+","IQCF3"
"chr3",108855561,108868951,13391,"+","FLJ22763"
"chr3",109128837,109214014,85178,"+","LINC01205"
"chr3",138666076,138672830,6755,"+","FOXL2NB"
"chr3",151980405,151987415,7011,"-","MBNL1-AS1"
"chr3",159943423,159946000,2578,"+","C3orf80"
"chr3",182164758,182204150,39393,"-","FLJ46066"
"chr3",187896331,187898596,2266,"+","FLJ42393"
"chr3",194207869,194239008,31140,"+","LINC00884"
"chr3",195869507,195887761,18255,"+","LINC00885"
"chr4",2043720,2045697,1978,"+","C4orf48"
"chr4",36283237,36346407,63171,"+","DTHD1"
"chr4",39481875,39483523,1649,"+","LOC401127"
"chr4",65779999,65870218,90220,"-","LOC401134"
"chr4",68926328,68929015,2688,"-","SYT14P1"
"chr4",69054242,69083798,29557,"-","TMPRSS11BNL"
"chr4",71017793,71032326,14534,"+","PRR27"
"chr4",71384298,71398459,14162,"+","AMTN"
"chr4",91048684,92523370,1474687,"+","CCSER1"
"chr4",120326678,120331815,5138,"-","LINC01061"
"chr4",120217574,120225600,8027,"-","C4orf3"
"chr4",189321890,189523062,201173,"+","LINC01060"
"chr5",6310554,6337405,26852,"-","FLJ33360"
"chr5",17379015,17387419,8405,"-","LOC401177"
"chr5",63801774,63908121,106348,"+","RGS7BP"
"chr5",96271346,96365115,93770,"+","LNPEP"
"chr5",126378250,126409184,30935,"-","C5orf63"
"chr6",2988201,2991405,3205,"+","LINC01011"
"chr6",3020390,3025005,4616,"-","HTATSF1P2"
"chr6",17102489,17131603,29115,"+","STMND1"
"chr6",21665003,22214734,549732,"+","CASC15"
"chr6",33553883,33561115,7233,"-","LINC00336"
"chr6",36665628,36700960,35333,"+","RAB44"
"chr6",40312084,40323745,11662,"-","LINC00951"
"chr6",43273211,43276530,3320,"-","CRIP3"
"chr6",52442000,52448791,6792,"+","TRAM2-AS1"
"chr6",53512699,53530506,17808,"-","KLHL31"
"chr6",163759374,163768065,8692,"-","DKFZp451B082"
"chr6",167584081,167596396,12316,"+","TCP10L2"
"chr6",170188886,170198921,10036,"-","LINC00242"
"chr11",123986111,124017618,31508,"+","VWA5A"
"chr7",5862791,5894066,31276,"+","ZNF815P"
"chr7",30555926,30634419,78494,"-","LOC401320"
"chr7",32797898,32802536,4639,"+","LINC00997"
"chr7",35353466,35416086,62621,"+","LOC401324"
"chr7",44068486,44080222,11737,"-","RASA4CP"
"chr7",47694842,47701246,6405,"+","C7orf65"
"chr7",53723202,53879624,156423,"-","LINC01446"
"chr7",72656902,72685658,28757,"-","GTF2IRD2P1"
"chr7",91770957,91808845,37889,"-","LRRD1"
"chr7",96110938,96132835,21898,"-","C7orf76"
"chr7",112756773,112758637,1865,"-","LINC00998"
"chr7",127990379,128001739,11361,"-","PRRT4"
"chr1",153232179,153234600,2422,"+","LOR"
"chr7",140103843,140126050,22208,"+","RAB19"
"chr7",143955789,143956721,933,"-","OR2A7"
"chr7",149564783,149570951,6169,"-","ATP6V0E2-AS1"
"chr8",7189909,7191501,1593,"+","USP17L1"
"chr8",65486866,65494445,7580,"-","LOC401463"
"chr8",86126288,86132643,6356,"-","C8orf59"
"chr8",119201695,119634234,432540,"-","SAMD12"
"chr9",2422702,2622373,199672,"-","VLDLR-AS1"
"chr9",13406379,13431328,24950,"-","LINC01235"
"chr9",21003623,21031635,28013,"-","HACD4"
"chr9",30388933,30408452,19520,"-","LINC01242"
"chr9",32783497,32789199,5703,"+","TMEM215"
"chr5",121398890,121414055,15166,"-","LOX"
"chr9",37582643,37592636,9994,"-","TOMM5"
"chr9",39900200,39907240,7041,"+","FAM74A1"
"chr9",65487273,65494386,7114,"-","FAM74A4"
"chr9",39443818,41592207,2148390,"-","ZNF658B"
"chr9",89763559,89774641,11083,"+","C9orf170"
"chr9",95087741,95377437,289697,"+","CENPP"
"chr9",112961846,112970413,8568,"-","C9orf152"
"chr9",115513134,115637267,124134,"+","SNX30"
"chr9",127615696,127620170,4475,"+","WDR38"
"chr9",138073455,138079152,5698,"+","LOC401557"
"chr9",139877445,139880210,2766,"+","LCNL1"
"chr9",139921916,139931234,9319,"+","C9orf139"
"chr9",140138037,140142222,4186,"-","FAM166A"
"chrX",46404925,46407910,2986,"+","ZNF674-AS1"
"chr15",74218789,74244478,25690,"+","LOXL1"
"chrX",103343898,103401708,57811,"-","SLC25A53"
"chrX",110754890,110765627,10738,"+","LINC00890"
"chr10",99609995,99631335,21341,"+","GOLGA7B"
"chr11",4903049,4904113,1065,"+","OR51T1"
"chr11",4967389,4968330,942,"-","OR51A4"
"chr11",4976002,4976943,942,"-","OR51A2"
"chr8",23154410,23261722,107313,"-","LOXL2"
"chr12",52211676,52225701,14026,"-","FIGNL2"
"chr6",160952515,161087407,134893,"-","LPA"
"chr19",11750591,11797384,46794,"+","ZNF833P"
"chr1",1007126,1009687,2562,"-","RNF223"
"chr1",22138758,22151714,12957,"+","LDLRAD2"
"chr1",227884733,227885408,676,"-","ZNF847P"
"chr1",248616099,248617073,975,"+","OR2T2"
"chr1",248651890,248652837,948,"+","OR2T5"
"chr1",248844670,248845605,936,"-","OR14I1"
"chr11",64781585,64789657,8073,"+","ARL2"
"chr22",26879846,26887904,8059,"+","SRRD"
"chr2",215276461,215440653,164193,"+","VWC2L"
"chr3",98216525,98217475,951,"+","OR5K2"
"chr4",2420701,2464690,43990,"+","CFAP99"
"chr4",54851666,54853449,1784,"-","RPL21P44"
"chr8",19796582,19824770,28189,"+","LPL"
"chr9",138585255,138591374,6120,"-","SOHLH1"
"chrX",100168431,100183898,15468,"-","XKRX"
"chr7",128281295,128301052,19758,"+","LINC01000"
"chr17",56315787,56345879,30093,"+","LPO"
"chr7",98771197,98805089,33893,"-","KPNA7"
"chr7",100054238,100061894,7657,"-","C7orf61"
"chr3",187871663,188608460,736798,"+","LPP"
"chr19",51815102,51834102,19001,"+","IGLON5"
"chr7",100486344,100487339,996,"-","UFSP1"
"chr11",1753640,1771824,18185,"-","IFITM10"
"chr1",34334557,34351059,16503,"+","CSMD2-AS1"
"chr10",104433484,104474190,40707,"-","ARL3"
